tweets,likes,time,source,retweets,tweet_length,zitat
"🆕#⃣3⃣😍

Gratisflock bis zum 09.07. 👉 https://t.co/pvMtIqLdsy https://t.co/Wkz4r9lix2",10244,2022-07-02 20:12:03+00:00,Twitter Web App,945,84,0
https://t.co/LnmsR93IP6,756,2022-07-02 19:41:58+00:00,Twitter for iPhone,111,23,0
@yarei00 Aaaaargh hoffentlich sieht das der Chef nicht 😅,66,2022-07-02 19:32:01+00:00,Twitter Web App,0,56,0
"Bock auf Ko-Content? Wir haben ihn an seinem ersten Tag begleitet! 🎥

➡ https://t.co/nBxlcVvaNN https://t.co/0cz3zORioh",967,2022-07-02 19:27:45+00:00,Twitter Web App,118,119,0
"🗯 Roland Virkus: „Er hatte sicherlich mehrere attraktive Optionen für einen Wechsel. Umso erfreuter sind wir darüber, dass er von unserem Weg überzeugt ist, denn er ist ein wichtiger Baustein in unseren Planungen.“ 🤝 https://t.co/zj9baojmup",1512,2022-07-02 19:21:08+00:00,Twitter Web App,120,240,1
Wen würdet ihr als erstes anrufen?,258,2022-07-02 19:19:23+00:00,Twitter Web App,13,34,0
"""Mama, ich bin Borusse!"" 😁 https://t.co/04mppl5HuX",2693,2022-07-02 19:19:03+00:00,Twitter Web App,144,50,0
@flipperww komm ins Team! 😁,125,2022-07-02 19:07:48+00:00,Twitter Web App,0,27,0
@161_marv 👀💚,57,2022-07-02 19:07:03+00:00,Twitter Web App,0,12,0
Borussia hat den japanischen Nationalspieler Ko Itakura vom englischen Meister @ManCity verpflichtet. Der 25-jährige Defensivspieler hat bei den Fohlen einen Vertrag bis zum 30. Juni 2026 unterschrieben ✍,2124,2022-07-02 19:02:38+00:00,Twitter for Advertisers,250,204,0
"🇯🇵メンヒェングラードバッハはようこそ、滉!
🇩🇪 Herzlich Willkommen in Mönchengladbach, Ko! 💚 https://t.co/Bi8uzZjgUS",12133,2022-07-02 19:00:08+00:00,Twitter Web App,1711,95,0
Doch nochmal ins Büro. Weiß jemand was dieses Schild bedeutet? 🕵️‍♂️🏟 https://t.co/viqBhds97D,2187,2022-07-02 18:39:25+00:00,Twitter for iPhone,91,93,0
@BorussiaMG_SH Hoffen es hat geschmeckt! 🍻🙃,0,2022-07-01 20:34:07+00:00,Twitter for iPhone,0,43,0
@AndyTraynier We take care 💚,0,2022-07-01 20:19:15+00:00,Twitter for iPhone,0,28,0
"@VFLM3x Kommen, versprochen 🤞",8,2022-07-01 20:18:09+00:00,Twitter for iPhone,0,29,0
@Borusssiiiaaaa Ist nun erhältlich 🙌,2,2022-07-01 20:17:33+00:00,Twitter for iPhone,0,36,0
Danke an alle mitgereisten Borussinnen &amp; Borussen! Kommt gut nach Hause 💚 https://t.co/9CrVawUFCM,355,2022-07-01 20:13:33+00:00,Twitter for iPhone,6,101,0
📷 Youngster 💎 #FohlenStall https://t.co/IclCoaf7zM,296,2022-07-01 19:39:19+00:00,Twitter Web App,10,50,0
📰 Zum Spielbericht ⤵,105,2022-07-01 19:13:48+00:00,Twitter for Advertisers,3,20,0
"Viel Erfolg für die kommende Saison, @rot_weiss_essen! 🤝",513,2022-07-01 18:52:55+00:00,Twitter Web App,8,56,0
"Erstes Testspiel, erster Sieg! 💪

#DieFohlen #RWEBMG https://t.co/o0Ner05R0x",313,2022-07-01 18:49:12+00:00,Twitter Web App,9,76,0
😅 https://t.co/Mr1raK1Nth,89,2022-07-01 18:24:06+00:00,Twitter Web App,2,25,0
👕#️⃣8⃣2⃣ https://t.co/sjUc7pCzGu,303,2022-07-01 18:23:02+00:00,Twitter Web App,7,32,0
"60': Eigentor Essen, 4:2 für Borussia.

#DieFohlen #RWEBMG 2:4 https://t.co/RdIGIY0oqA",77,2022-07-01 18:20:55+00:00,Twitter Web App,2,86,1
"Und zur Halbzeit hat Daniel Farke kräftig durchgewechselt. Das ist die #FohlenElf für Hälfte 2️⃣:

Nicolas (TW), Reitz, Quizera, Lockl, Noß, Asallari, Lofolomo, Gaal, Walde, Kemper, Skraback https://t.co/u57Sj9P0FG",119,2022-07-01 18:11:34+00:00,Twitter Web App,2,214,0
"49': Die Gastgeber verkürzen erneut.

#DieFohlen #RWEBMG 2:3",69,2022-07-01 18:07:43+00:00,Twitter Web App,2,60,1
Debüt in ⚫⚪🟢 https://t.co/b6yI08kIE3,1100,2022-07-01 18:03:42+00:00,Twitter Web App,15,36,0
"⏸ Pause in Essen

#DieFohlen #RWEBMG 1:3 https://t.co/iGRMrMJ2Tr",126,2022-07-01 17:52:02+00:00,Twitter Web App,3,64,0
"41': @MarcusThuram mit seinem zweiten Treffer! Nach Flanke von Lasso köpft unsere Nummer 10 per Flugkopfball ein.

#DieFohlen #RWEBMG 1:3 https://t.co/UjJuf5QkxA",113,2022-07-01 17:49:54+00:00,Twitter Web App,3,161,1
"25': Essen verkürzt per Fernschuss.

#DieFohlen #RWEBMG 1:2 https://t.co/VVaWXAGSp4",86,2022-07-01 17:32:16+00:00,Twitter Web App,2,83,1
"22‘: @alassane_plea erhöht per Elfer. Tikus war zuvor gefoult worden.

#DieFohlen #RWEBMG 0:2 https://t.co/4RnePGATMM",105,2022-07-01 17:29:39+00:00,Twitter for iPhone,3,117,1
Das neue Trikot in action 😍 https://t.co/48Tqekoda8,226,2022-07-01 17:26:36+00:00,Twitter Web App,8,51,0
"11’: Tikus mit dem ersten Tor der Saison!

#DieFohlen #RWEBMG 0:1 https://t.co/xKNa5Lcdoi",108,2022-07-01 17:20:59+00:00,Twitter for iPhone,4,89,1
"@SebastianEckar4 Sorry für die schlechte Qualität im Stream. Wir hoffen, dass das gleich behoben ist. Wir bitten um euer Verständnis!",20,2022-07-01 17:03:25+00:00,Twitter Web App,0,133,0
"Auf geht’s 2022/23!

#DieFohlen #RWEBMG https://t.co/p1AjtB0f9y",116,2022-07-01 17:02:10+00:00,Twitter for iPhone,2,63,0
1900 🖤🤍💚,349,2022-07-01 17:00:36+00:00,Twitter Web App,8,8,0
"📺 Jetzt live. Einschalten!

#DieFohlen #RWEBMG

https://t.co/LlR3bkmNd8",43,2022-07-01 16:57:22+00:00,Twitter Web App,2,71,0
"Sippi ist ready! Wie schaut’s bei euch aus?

#DieFohlen #RWEBMG https://t.co/H17Je0cRO2",94,2022-07-01 16:54:23+00:00,Twitter for iPhone,3,87,0
"Warm-up läuft 🙌

#DieFohlen #RWEBMG https://t.co/8cNGx8YwKN",116,2022-07-01 16:45:25+00:00,Twitter for iPhone,3,59,0
"Das ist die #FohlenElf fürs erste Testspiel! 🐎💚

#DieFohlen #RWEBMG https://t.co/Pn9Ldtc6ga",187,2022-07-01 16:40:00+00:00,Twitter Web App,4,91,0
"Tach, @rot_weiss_essen! 👋 #RWEBMG https://t.co/aoLv6HwCYE",145,2022-07-01 16:35:18+00:00,Twitter for iPhone,3,57,0
@daazox2 @rot_weiss_essen @flatex Na klar! Gibt's aber auch später auf allen Social-Media-Kanälen ✌,7,2022-07-01 15:12:02+00:00,Twitter Web App,0,99,0
"Endlich wieder Fußball! 

🏟 An der Hafenstraße
🆚 @rot_weiss_essen
📺 https://t.co/LlR3bkmNd8
📱 Liveticker: #FohlenApp
🤝 @flatex https://t.co/P5HOtuLshm",138,2022-07-01 15:09:54+00:00,Twitter Web App,3,150,1
"Neuer Monat, neuer „#FohlenPodcast – Der Talk“ 💚

Für die 48. Ausgabe des Formats hat @HrKapellmeister Borussias Verteidiger Marvin Friedrich ans Mikro gebeten. 🎙️ Hört jetzt rein! 🔊

🟢 https://t.co/binC7z1EMo
🍎 https://t.co/iRwOFcasxg
☁ https://t.co/Ub5ptgEfmn https://t.co/xz3eQqMskS",74,2022-07-01 14:20:51+00:00,Twitter Web App,3,285,0
"Heute Abend um 19:00 Uhr steht bei RW Essen nicht nur das erste Testspiel für #dieFohlen, sondern auch das Debüt für Daniel Farke als Borussia-Coach auf dem Programm. 

📰 Den Vorbericht mit allen Infos lest ihr hier ⤵",159,2022-07-01 12:11:33+00:00,Twitter for Advertisers,2,217,0
@lilkroko jep!,1,2022-07-01 11:27:20+00:00,Twitter Web App,0,14,0
"Von uns aus kann es losgehen! 

Das sind die #Bundesliga-Ansetzungen für die Spieltage 1️⃣ - 7️⃣. https://t.co/cGQ4QQxpqz",189,2022-07-01 09:31:14+00:00,Twitter Web App,6,121,0
⚫️ @pumafootball x Borussia ⚫️ https://t.co/Aoaf7wl9Sg,336,2022-07-01 08:17:00+00:00,Twitter Web App,17,54,0
"🆕 Wie gefällt's euch?

➡ https://t.co/LTC9TlOAdO https://t.co/gkQvRLkvCr",660,2022-07-01 08:05:00+00:00,Twitter Web App,11,72,0
"⚫ Unser neues 𝗧𝗵𝗶𝗿𝗱-𝗧𝗿𝗶𝗸𝗼𝘁 2022/23! ⚫

🛒 https://t.co/LTC9TlwZmg https://t.co/r7RFPtL606",414,2022-07-01 08:00:02+00:00,Twitter Web App,25,88,0
📸💚😁 https://t.co/bi5shEsCl3,94,2022-07-01 07:08:24+00:00,Twitter Web App,4,27,0
"40 Jahre Borussia 🖤🤍💚

518 Pflichtspiele, Pokalsieger 1995, lebende Legende. Herzlichen Glückwunsch zum Jubiläum, Uwe Kamps! https://t.co/hqNDvj6Cev",310,2022-07-01 06:15:00+00:00,Twitter Web App,20,148,0
"Es geht wieder los 🔥
Neben dem Trainingslager, einigen Testspielen und zwei Geburtstagen, steht mit dem DFB-Pokal auch das erste Pflichtspiel der neuen Saison an 🏆

Seid ihr bereit? https://t.co/SDZBWxM0JF",134,2022-07-01 05:30:00+00:00,Twitter Web App,7,205,0
"Übersicht Testspiele

📅 01.07. 🆚 Rot-Weiss Essen
📅 10.07. 🆚 1860 München
📅 13.07. 🆚 Viktoria Köln
📅 16.07. 🆚 Standard Lüttich
📅 17.07. 🆚 MSV Duisburg &amp; Athletic Bilbao
📅 20.07. 🆚 RKC Waalwijk
📅 23.07. 🆚 Real Sociedad San Sebastián https://t.co/7HDcgqjGEl",78,2022-06-30 17:11:52+00:00,Twitter Web App,3,258,0
📺 Morgen steht für #dieFohlen um 19:00 Uhr das erste Testspiel der Vorbereitung bei Drittligist @rot_weiss_essen an. Wir übertragen die Partie präsentiert von @flatex live auf Facebook &amp; YouTube für euch. Alle weiteren Partien der Vorbereitung seht ihr live bei #FohlenTV.,162,2022-06-30 17:01:30+00:00,Twitter for Advertisers,4,276,0
Young Guns 🐎💚 #FohlenStall https://t.co/HDnpEu6UXO,334,2022-06-30 10:00:00+00:00,Twitter Web App,8,50,0
"ℹ️ Im Aufsichtsrat von Borussia Mönchengladbach gibt es einen Wechsel im Amt des Aufsichtsratsvorsitzenden 🔄

Prof. Dr. Reiner Körfer legt den Vorsitz nieder. Als sein Nachfolger wurde Michael Hollmann, der seit 2012 Mitglied des Aufsichtsrats ist, gewählt.",103,2022-06-30 09:37:34+00:00,Twitter for Advertisers,6,257,0
"Feierabend für heute im BORUSSIA-PARK!

Habt einen schönen Abend, Borussinnen &amp; Borussen 💚 https://t.co/guj17hktxm",256,2022-06-29 15:44:29+00:00,Twitter Web App,5,118,0
📷💚 https://t.co/6frfRlU9At,266,2022-06-29 14:43:57+00:00,Twitter Web App,6,26,0
"MAESTRO 🎩✨😍

Gestern durften wir @RaffaeldAraujo erneut im Borussia-Trikot bestaunen. Bei seinem Debüt für die ""Weisweiler Elf"" gewann er im Borussia-Legenden-Team mit 9:3 bei Victoria Mennrath - Papi-Doppelpack inklusive. https://t.co/rf5KDXN2eC",543,2022-06-29 14:43:54+00:00,Twitter Web App,7,246,0
"🎫 @rot_weiss_essen bietet am Freitag eine Tageskasse für Gästetickets an! Kurzentschlossene haben also noch anderthalb Stunden vor Anpfiff (ab 17:30 Uhr) die Möglichkeit beim ersten Testspiel der Sommervorbereitung dabei zu sein 👊🟢

👇 https://t.co/is1UdVmcZH",68,2022-06-29 14:39:24+00:00,Twitter Web App,3,258,0
"🗣 Roland Virkus: „Leider muss man konstatieren, dass sich beide Seiten mehr von Andis Zeit bei Borussia versprochen haben. Ich wünsche ihm, dass seine Karriere in Aalborg wieder Fahrt aufnimmt und er sein Potenzial voll entfalten kann.“",112,2022-06-29 14:05:26+00:00,Twitter Web App,4,236,1
"Andreas Poulsen verlässt Borussia nach vier Jahren. Der 22-jährige Linksverteidiger kehrt in seine Heimat nach Dänemark zurück und schließt sich dort dem Erstligisten Aalborg BK an. 

Wir wünschen dir für die Zukunft alles Gute, Andreas! 💚

➡️ https://t.co/lpljvP242m https://t.co/LSctsMP6S4",339,2022-06-29 14:04:06+00:00,Twitter Web App,8,291,0
"Der @Bitburger FohlenTalk geht in die finale Runde 🥁 Anlässlich seines 40-jährigen Vereinsjubiläums ist diesmal Uwe Kamps zu Gast bei @HrKapellmeister 🍻 Also seid dabei, macht mit und staubt coole Gewinne ab! 🥳 https://t.co/nc3WpHJDrW",72,2022-06-29 11:48:19+00:00,Twitter Web App,6,234,0
"Herzlich willkommen, Jonas! ☺️ https://t.co/bD6bjFs9sL",327,2022-06-29 09:31:30+00:00,Twitter Web App,10,54,0
"Borussia Mönchengladbach x Interwetten 🤝 
Der Sportwetten-Anbieter wird neuer Co-Sponsor und Statistikpartner der Fohlen. Die Zusammenarbeit ist bis mindestens 2025 datiert ✅

🗞 Mehr Infos ➡️ https://t.co/OpUEGptf4a https://t.co/WkrQyKwnxU",178,2022-06-29 08:01:16+00:00,Twitter Web App,3,239,0
Doppeleinheit 2/2 🏋️‍♂️ https://t.co/wVZrnvYCN8,270,2022-06-28 15:44:33+00:00,Twitter Web App,5,47,0
Doppeleinheit 1/2 ⚽ https://t.co/ll8cNglx2D,222,2022-06-28 15:38:24+00:00,Twitter Web App,5,43,0
"Vorbereitung? Kein Spaß, aber wichtig! ☝️ https://t.co/BXu4N65Dk3",138,2022-06-28 15:06:34+00:00,Twitter for iPhone,3,65,0
"💬 Friedrich: ""Hinter uns liegen zwar erst drei Einheiten, allerdings hat Daniel schon jetzt viele strukturelle Dinge angesprochen. Wir wollen viel Ballbesitz haben. Ich denke, dass uns das als Mannschaft guttun wird.""",247,2022-06-28 15:03:10+00:00,Twitter for Advertisers,4,217,1
"Wenn ihr noch mehr über Luca erfahren wollt, hört auch mal in den ""#FohlenPodcast - Der Talk"" mit ihm und @HrKapellmeister rein. Lohnt sich, versprochen. 🙃

Überall, wo es Podcasts gibt oder direkt hier ⤵
https://t.co/F5sKKSmMso",36,2022-06-28 12:53:03+00:00,Twitter Web App,3,228,0
✍️💚🤳 https://t.co/F3qvy33ccp https://t.co/KTHd2ZbIJO,180,2022-06-28 11:45:37+00:00,Twitter for iPhone,4,52,0
@patzy 💚,22,2022-06-28 11:15:58+00:00,Twitter Web App,0,8,0
"Gönn dir 😊

🎬 Ein Tag mit Luca Netz
↪️ https://t.co/R8ussRVBK3 https://t.co/0RbJcDWP77 https://t.co/ZJnCk8Wmvi",212,2022-06-28 11:15:03+00:00,Twitter Web App,10,110,0
RR27 🤙 https://t.co/J364naZuXY https://t.co/4548oRx6Ux,203,2022-06-28 10:29:18+00:00,Twitter for iPhone,3,54,0
Der Coach hat alles im Blick 👀 https://t.co/hjaQa3GE5j https://t.co/q02zPSZivR,221,2022-06-28 10:14:46+00:00,Twitter for iPhone,4,78,0
"Völlig zurecht, aber was sein muss, muss sein 🥴 https://t.co/kJgNsFmd5f https://t.co/MGtDiOJx4m",104,2022-06-28 10:03:40+00:00,Twitter for iPhone,3,95,0
Ba dum tss 🥁😜 https://t.co/PKH13Olk6I https://t.co/D6vcWFX94n,138,2022-06-28 09:35:25+00:00,Twitter for iPhone,3,61,0
🎥🔴 Conor Cam https://t.co/PU62ZQAPlp https://t.co/4MWFill19J,112,2022-06-28 09:26:24+00:00,Twitter for iPhone,2,60,0
"Die nächste Einheit steht an, wir nehmen euch mit.

Wünsche? 👇 https://t.co/bLAqEBQRv1",369,2022-06-28 09:04:08+00:00,Twitter Web App,7,86,0
📸🏉😄 https://t.co/G04QrYEoh9,348,2022-06-27 16:05:31+00:00,Twitter for iPhone,6,27,0
Weiter geht's! https://t.co/Qm8XW863R7,309,2022-06-27 16:01:57+00:00,Twitter Web App,3,38,0
😎 #TagderSonnenbrille https://t.co/19vDIqZBCF,242,2022-06-27 15:16:19+00:00,Twitter Web App,3,45,0
"ℹ️ #DieFohlen bestreiten im Rahmen ihrer Sommer-Vorbereitung 2 weitere Testspiele: am 13. Juli gegen @viktoria1904 und am 20. Juli gegen @RKCWAALWIJK. 

Mehr Infos⤵️
https://t.co/xCAilKdEKO",77,2022-06-27 14:31:50+00:00,Twitter Web App,2,189,1
"Wir haben die Eindrücke vom gestrigen Trainingsauftakt und die wichtigsten Aussagen von Daniel Farke und @stindl28 für euch zusammengefasst. 

Das Video gibt's hier für euch ⤵

https://t.co/aHSSHgTmVX",107,2022-06-27 11:12:29+00:00,Twitter Web App,5,200,0
#⃣2⃣2⃣ https://t.co/B16xlNzNms,467,2022-06-27 09:34:03+00:00,Twitter Web App,3,30,0
"Es geht endlich wieder los! 🔥
Wir freuen uns auf euren Besuch 💚 https://t.co/SlpqXZzXQC",200,2022-06-27 08:46:01+00:00,Twitter Web App,7,87,0
"Steht ihm, oder? 😎 https://t.co/Y2WcD3Auey",837,2022-06-26 17:23:00+00:00,Twitter Web App,9,42,0
"🎙️ „Haben keinen Tag zu verschenken“

Im Rahmen des Trainingsauftakts hat sich Borussias Cheftrainer Daniel Farke einigen Fragen der anwesenden Medienvertreter gestellt – dabei erste Eindrücke geteilt und über die Stimmung rundum den Klub berichtet.

🗞️➡️ https://t.co/3RvUXgbdtp https://t.co/BLMxt9VhWZ",157,2022-06-26 16:03:50+00:00,Twitter Web App,3,303,0
Daniel Farke hat seine erste Einheit als Cheftrainer von Borussia Mönchengladbach geleitet. Insgesamt 19 Feldspieler und drei Torhüter konnte der neue Coach auf dem FohlenPlatz begrüßen. ⤵,271,2022-06-26 15:04:00+00:00,Twitter for Advertisers,4,188,0
Endlich wieder! 🤩 https://t.co/x2QGLnrKOf,226,2022-06-26 13:27:59+00:00,Twitter Web App,4,41,0
"Danke, dass ihr heute gekommen seid! 💚 https://t.co/lPDGSSNYfu",234,2022-06-26 13:27:47+00:00,Twitter Web App,4,62,0
Der Capitano verteilt Grüße! ✍🤳 https://t.co/9aVC0p9MIj,411,2022-06-26 13:27:45+00:00,Twitter Web App,10,55,0
📸💚 https://t.co/uKqVIwVv8e,319,2022-06-26 12:52:41+00:00,Twitter Web App,5,26,0
"Endlich wieder aufm Platz! 😍😍

🎥 https://t.co/jIJhbJ7JaO https://t.co/Jaz1qTTjWN",351,2022-06-26 10:52:55+00:00,Twitter for iPhone,10,80,0
🔴🎥 https://t.co/jIJhbJ7JaO https://t.co/7st13OBtP7,104,2022-06-26 10:08:17+00:00,Twitter for iPhone,3,50,0
"🔴 Der Trainingsauftakt LIVE! 

Um 12:15 Uhr geht‘s los! 🤩
➡️ https://t.co/jIJhbJ8h0m https://t.co/zdL48COjSO",139,2022-06-26 09:19:04+00:00,Twitter for iPhone,3,108,0
"Unsere U23 musste im Testspiel gegen @SV07Elversberg eine knappe 1:2-Niederlage hinnehmen. Trainer Eugen Polanski war dennoch zufrieden mit dem ersten Auftritt der jungen #FohlenElf

🗞️ Zum Spielbericht ⤵️
https://t.co/t6DwnW90SH",79,2022-06-25 15:30:00+00:00,Twitter Web App,3,229,0
"Hey, Coach! 👋 https://t.co/xkE6YWi9Fl",1867,2022-06-25 14:30:00+00:00,Twitter Web App,30,37,0
"7️⃣6️⃣ Happy Birthday, Ulrik le Fevre! 🇩🇰🎉
Der erste Borusse, dem das ""Tor des Jahres"" gelang! 🤩🍿 https://t.co/ZnOhXBmbFK",219,2022-06-25 07:00:01+00:00,Twitter Media Studio,11,121,0
🦾 https://t.co/C2ANo6hMek,120,2022-06-24 14:41:16+00:00,Twitter for iPhone,3,25,0
Gleich ran ans Werk! 🩺📊 https://t.co/qAuXBQ7TgO,337,2022-06-24 14:40:00+00:00,Twitter Web App,4,47,0
"Es geht wieder los! 🤩

ℹ Am Sonntag findet ab 12:15 Uhr auf dem FohlenPlatz das erste Mannschaftstraining statt. Fans können die Einheit live vor Ort verfolgen. 🤗",156,2022-06-24 14:15:00+00:00,Twitter for Advertisers,7,162,0
✍️2⃣0⃣2⃣6⃣🤝 #FohlenFamilie https://t.co/fSfEZ0mXCo,609,2022-06-24 12:13:06+00:00,Twitter Web App,16,50,0
🎬🎬🎬,307,2022-06-24 11:50:00+00:00,Twitter for Advertisers,12,3,0
"Auf Deutsch 😍

Nachricht von Oscar an euch 🤳 https://t.co/plQfSdPyBk",562,2022-06-24 11:27:48+00:00,Twitter for iPhone,20,68,0
🗣 Sportdirektor Roland Virkus über Oscar Fraulo: https://t.co/vE2A9j1rnM,290,2022-06-24 11:05:46+00:00,Twitter Web App,6,72,1
"Hej, Oscar! 🇩🇰👋

Borussia hat den 18-jährigen Mittelfeldspieler Oscar Fraulo vom @fcmidtjylland verpflichtet.",1031,2022-06-24 11:00:53+00:00,Twitter for Advertisers,40,109,0
Im Rahmen der Sommervorbereitung steht für Borussias U23 am Samstag (14:00 Uhr) das erste Testspiel auf dem Programm. Die junge #FohlenElf gastiert beim Drittliga-Aufsteiger @SV07Elversberg. ⤵,83,2022-06-24 08:15:00+00:00,Twitter for Advertisers,1,192,0
"🤝 Das IT-Beratungsunternehmen @SuresecureD wird zur neuen Saison und mindestens bis 2025 neuer Co-Sponsor von Borussia sowie „Offizieller Cybersecurity Partner“ der Fohlen.

ℹ️ https://t.co/476YG1dp2S https://t.co/K6mvW5prtr",165,2022-06-24 07:30:47+00:00,Twitter Web App,3,224,0
"⏪ Unser Partner @UFLgame hat die Hilfsorganisation ""Helfende Hände Mönchengladbach"" am letzten Spieltag 2021/22 mit Tickets &amp; Trikots ausgestattet, um ihr Engagement für Schutzsuchende aus der Ukraine zu honorieren. Danke für euren Einsatz! 👏 https://t.co/SAlAzF0Th1",127,2022-06-23 16:47:13+00:00,Twitter Web App,12,270,0
"@50pesopaule Hey Paule, die Übung wird routinemäßig bei allen Spielern durchgeführt. Hoffen, dass bei dir alles gut verheilt ist. 🤞",4,2022-06-23 14:46:45+00:00,Twitter Web App,0,131,0
"Fertig für heute ✌

Die Outfits gibt's ab kommender Woche im #FohlenShop 😉 https://t.co/fMiu1ZugWh https://t.co/Ue9QGAhbEV",222,2022-06-23 14:45:00+00:00,Twitter Web App,1,122,0
"Ausdauer, Beweglichkeit, Sprungkraft - #dieFohlen absolvieren die Leistungsdiagnostik! 💪🎬

🗞 https://t.co/PVm8tgHulC https://t.co/8zuetfUFME",181,2022-06-23 14:33:00+00:00,Twitter Web App,5,140,0
⚖ https://t.co/tYIJxonov7,130,2022-06-23 12:04:09+00:00,Twitter Web App,1,25,0
Leistungsdiagnostik läuft 🩺 https://t.co/T1Qy6O2iYs,327,2022-06-23 12:02:23+00:00,Twitter Web App,9,51,0
Willkommen zurück! 😍👋 https://t.co/YBMuyNlfip,420,2022-06-23 07:19:00+00:00,Twitter Web App,7,45,0
"Morgen, Jungs! 😎✌️ https://t.co/dx2SNXzBoE",386,2022-06-23 07:14:47+00:00,Twitter for iPhone,5,42,0
"„Fußball trifft Kultur“ geht in die zweite Runde. 
Dabei unterstützt Borussia die Schüler der katholischen Grundschule Holt, die nur wenige hundert Meter vom BORUSSIA-PARK entfernt liegt. ⤵ https://t.co/wW3caSMbaQ",85,2022-06-22 16:00:02+00:00,Twitter Media Studio,1,213,0
"@1998Korti Es ist vorgesehen, vier Wochen vor dem Spiel in den Vorverkauf zu gehen. Wir halten euch natürlich über Änderungen auf dem Laufenden.",10,2022-06-22 14:11:28+00:00,Twitter Web App,0,144,0
"@bmgnick Hi Nick, die konkreten Ticketpreise werden mit dem Vorverkaufsstart für Vereinsmitglieder am 9. Juli bekanntgegeben.",7,2022-06-22 12:54:12+00:00,Twitter Web App,1,125,0
"@BMGVassili Hey Vassili, die konkreten Ticketpreise werden mit dem Vorverkaufsstart für Vereinsmitglieder am 9. Juli bekanntgegeben.",2,2022-06-22 12:51:21+00:00,Twitter Web App,0,132,0
@Niklas1900__ Es wird sowohl Print-at-Home als auch Papptickets geben.,3,2022-06-22 12:49:10+00:00,Twitter Web App,0,70,0
🗯 Im Interview spricht Borussias Geschäftsführer Stephan Schippers über die Einführung der neuen Ticket-Preisstruktur und was sich dadurch ändert. ⤵,91,2022-06-22 12:35:00+00:00,Twitter for Advertisers,2,148,0
"ℹ Zur Bundesliga-Saison 2022/23 gibt es bei Borussia eine neue Ticket-Preisstruktur. 

Alle Infos findet ihr hier 🎫⤵",114,2022-06-22 12:16:39+00:00,Twitter for Advertisers,5,116,0
"""In Sicht""? Ah schöne Steilvorlage für Transfer-Kommentare 🙃",233,2022-06-22 10:51:18+00:00,Twitter Web App,4,60,0
📅👀 #Bundesliga-Termine in Sicht! https://t.co/PTYZfbiU6l,139,2022-06-22 10:46:58+00:00,Twitter Web App,4,56,0
"Danke für 6️⃣ Jahre, lieber Laci! 💚📸 https://t.co/mXjRz2PJEI",801,2022-06-22 07:31:00+00:00,Twitter Web App,25,60,0
"@HSV Viel Erfolg in Hamburg, Laci! 💚",209,2022-06-22 07:09:33+00:00,Twitter Web App,3,36,0
"Mittelfeldspieler László Bénes verlässt Borussia nach sechs Jahren und schließt sich dem Zweitligisten @HSV an. 

Nur das Beste für deine Zukunft, Laci! 💚",1186,2022-06-22 07:04:50+00:00,Twitter for Advertisers,17,154,0
